Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
44.336, -1, -1, 380.001, 4.40875e-07, 297, 180, 0, 0, 1, 15.9533, 129, 256.003, 1.09173e-07, 297, -180, 5.8683e-05, 0.000197016
62.401, -1, -2, 256.003, -228.6, 297, 180, 0, 0, 1, 2.66827, 26, 254.476, -228.6, 297, -180, 5.86932e-05, 0.000197018
69.807, -1, -3, 306.803, 279.4, 297, 180, 0, 0, 1, 8.14959, 80, 306.803, 297.401, 297, -180, 5.86848e-05, 0.000197011
69.807, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 26.7711, 235, 257.991, 297.727, 297, 180, 0, 0
Fine Spiral Search
87.068, 0, 0, 358.91, 195.45, 297, 180, 0, 0, 1, 0.943393, 19, 357.911, 195.95, 297, -180, 5.8689e-05, 0.000197018
88.125, 0, 1, 354.858, -261.24, 297, -180, 5.8689e-05, 0.000197018, 1, 0.106696, 3, 354.909, -260.772, 297, -180, 5.86848e-05, 0.000197017
92.972, 1, 0, 357.911, 195.95, 297, -180, 5.8689e-05, 0.000197018, 1, 0.969589, 19, 357.408, 196.202, 297, -180, 5.86727e-05, 0.000197018
98.679, 1, 1, 354.909, -260.772, 297, -180, 5.86848e-05, 0.000197017, 1, 0.000176457, 1, 354.909, -260.772, 297, -180, 5.86827e-05, 0.000197017
