Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
69.343, -1, -1, 380, -0.00470472, 297, 180, 0, 0, 1, 6.7533, 58, 292.52, 0.0453024, 296.974, -179.987, 0.000283968, 0.00581995
78.209, -1, -2, 292.52, -228.555, 297, 180, 0, 0, 1, 12.4481, 13, 310.176, -228.508, 296.998, -179.998, -0.00352265, 0.0008409
95.38, -1, -3, 343.32, 228.645, 297, 180, 0, 0, 1, 7.20205, 61, 343.365, 332.693, 297.033, -179.989, -0.0136635, 0.00611056
95.38, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 26.4034, 132, 267.275, 326.815, 297, 180, 0, 0
Fine Spiral Search
110.947, 0, 0, 376.399, 233.343, 297, 180, 0, 0, 1, 0.830521, 17, 376.188, 234.24, 296.979, 179.994, -0.00873506, 0.0073324
111.885, 0, 1, 411.404, -221.602, 296.979, 179.994, -0.00873506, 0.0073324, 1, 8.22251, 159, 407.998, -218.854, 296.9, 179.997, -0.00578168, 0.0247161
124.836, 1, 0, 376.188, 234.24, 296.979, 179.994, -0.00873506, 0.0073324, 1, 0.104964, 3, 376.175, 234.306, 296.954, 179.992, -0.00477407, -0.000888342
129.664, 1, 1, 407.998, -218.854, 296.9, 179.997, -0.00578168, 0.0247161, 1, 0.105214, 3, 407.964, -218.932, 296.878, 179.999, -0.00324776, 0.0247007
