Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.318, -1, -1, 379.994, -0.0254765, 297, 180, 0, 0, 1, 4.16664, 39, 322.952, -0.0447298, 296.966, 179.996, 0.0018635, -0.00327049
24.433, -1, -2, 322.952, -228.645, 297, 180, 0, 0, 1, 2.54381, 24, 319.07, -228.634, 297.015, 179.999, 0.0037973, 0.0147959
31.831, -1, -3, 373.752, 332.276, 297, 180, 0, 0, 1, 1.62237, 11, 373.769, 328.745, 296.953, 179.993, 0.0122949, -0.00646654
31.831, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.33282, 74, 328.549, 329.513, 297, 180, 0, 0
Fine Spiral Search
43.056, 0, 0, 428.409, 226.203, 297, 180, 0, 0, 1, 2.11179, 39, 426.933, 227.096, 297.025, -179.998, -0.00632406, -0.018669
45.301, 0, 1, 419.17, -230.038, 297.025, -179.998, -0.00632406, -0.018669, 1, 0.112023, 3, 419.207, -229.497, 297.056, -179.998, -0.00798422, -0.0150885
50.163, 1, 0, 426.933, 227.096, 297.025, -179.998, -0.00632406, -0.018669, 1, 5.36136, 99, 426.903, 227.563, 297.055, -179.999, -0.00659521, -0.00755881
60.285, 1, 1, 419.207, -229.497, 297.056, -179.998, -0.00798422, -0.0150885, 1, 0.000113296, 1, 419.202, -229.539, 297.048, -179.993, -0.00429452, -0.0143679
