Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.213, -1, -1, 380.004, 0.0123157, 297, 180, 0, 0, 1, 4.28181, 35, 338.153, -0.0100501, 296.984, -179.999, 0.00303203, 0.0177287
24.544, -1, -2, 338.153, -228.61, 297, 180, 0, 0, 1, 5.78203, 54, 340.148, -228.608, 296.945, 179.999, -0.00126103, 0.0108867
35.274, -1, -3, 388.953, 373.311, 297, 180, 0, 0, 1, 3.45586, 33, 388.895, 391.087, 297.032, -180, 0.00162889, 0.0106571
35.274, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 13.5197, 122, 334.744, 390.615, 297, 180, 0, 0
Fine Spiral Search
48.842, 0, 0, 437.227, 289.905, 297, 180, 0, 0, 1, 0.973824, 19, 436.55, 290.551, 296.883, 179.991, 0.00414074, 0.0069793
49.951, 0, 1, 440.54, -166.632, 296.883, 179.991, 0.00414074, 0.0069793, 1, 0.103704, 3, 440.504, -166.634, 296.815, 179.996, 0.0205787, -0.00304771
54.796, 1, 0, 436.55, 290.551, 296.883, 179.991, 0.00414074, 0.0069793, 1, 3.57966, 65, 436.09, 290.579, 296.942, 179.998, -0.0102268, 0.0232698
63.147, 1, 1, 440.504, -166.634, 296.815, 179.996, 0.0205787, -0.00304771, 1, 0.000322912, 1, 440.468, -166.78, 296.701, -179.988, 0.0398307, -0.00433264
