Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
21.846, -2, -1, 234.856, -572.631, 297, 180, 0, 0, 1, 21.5878, 65, 204.874, -532.649, 297, -180, 5.86767e-05, 0.000197033
72.403, -2, -2, -222.571, -567.918, 297, 180, 0, 0, 1, 21.6151, 65, -252.572, -527.918, 297, -180, 5.86829e-05, 0.000197027
Bisect
43.789, -1, -1, 204.874, -532.649, 297, 180, 0, 0, 1, 21.6947, 174, 195.888, -520.799, 297, -180, 5.86797e-05, 0.000197031
94.38, -1, -2, -252.572, -527.918, 297, 180, 0, 0, 1, 22.6942, 182, -260.036, -522.419, 297, -180, 5.86779e-05, 0.00019702
Fine Spiral Search
119.591, 0, 0, 195.707, -469.999, 297, 180, 0, 0, 1, 0.000151725, 1, 195.495, -470.023, 297, -180, 5.8687e-05, 0.000197012
124.501, 0, 1, -260.429, -471.643, 297, -180, 5.8687e-05, 0.000197012, 1, 0.102108, 3, -259.889, -471.641, 297, -180, 5.86914e-05, 0.000197008
129.417, 1, 0, 195.495, -470.023, 297, -180, 5.8687e-05, 0.000197012, 1, 0.000108262, 1, 194.608, -470.027, 297, -180, 5.87049e-05, 0.000197019
134.129, 1, 1, -259.889, -471.641, 297, -180, 5.86914e-05, 0.000197008, 1, 0.00020072, 1, -259.889, -471.642, 297, -180, 5.86934e-05, 0.000197009
