Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
32.17, -1, -1, 379.984, -0.02109, 297, 180, 0, 0, 1, 6.54268, 57, 266.522, -0.0204522, 297.019, 179.994, -0.00789712, 0.0142785
40.828, -1, -2, 266.522, -228.62, 297, 180, 0, 0, 1, 5.33421, 51, 266.257, -228.599, 296.997, -179.991, -0.000192839, 0.0124552
50.909, -1, -3, 317.322, 228.58, 297, 180, 0, 0, 1, 6.89997, 59, 317.342, 328.535, 297.046, 179.995, -0.00751343, -0.00577552
50.909, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 18.7769, 167, 266.904, 328.593, 297, 180, 0, 0
Fine Spiral Search
66.503, 0, 0, 368.386, 226.875, 297, 180, 0, 0, 1, 1.97628, 39, 366.857, 227.856, 296.926, -180, 0.0106071, -0.00654507
68.594, 0, 1, 366.326, -229.344, 296.926, -180, 0.0106071, -0.00654507, 1, 0.105792, 3, 366.357, -229.107, 296.942, 179.993, 0.00809393, -0.0113945
73.454, 1, 0, 366.857, 227.856, 296.926, -180, 0.0106071, -0.00654507, 1, 0.106704, 3, 366.877, 227.745, 296.861, 179.994, 0.0201261, -0.00720332
78.298, 1, 1, 366.357, -229.107, 296.942, 179.993, 0.00809393, -0.0113945, 1, 0.104595, 3, 366.289, -229.165, 296.892, -179.999, 0.0234268, -0.014768
