Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
21.843, -2, -1, 232.364, -630.853, 297, 180, 0, 0, 1, 0.651033, 3, 242.383, -630.876, 297, -180, 5.86757e-05, 0.000196999
51.67, -2, -2, -225.047, -629.952, 297, 180, 0, 0, 1, 0.650764, 3, -215.048, -629.952, 297, -180, 5.86786e-05, 0.00019702
Bisect
22.857, -1, -1, 242.383, -630.876, 297, 180, 0, 0, 1, 21.2941, 170, 255.806, -639.391, 297, -180, 5.86757e-05, 0.000196999
52.68, -1, -2, -215.048, -629.952, 297, 180, 0, 0, 1, 20.6854, 164, -200.571, -642.979, 297, -180, 5.86786e-05, 0.00019702
Fine Spiral Search
75.885, 0, 0, 255.407, -588.592, 297, 180, 0, 0, 1, 0.000127228, 1, 255.377, -588.596, 297, -180, 5.86817e-05, 0.000197023
80.795, 0, 1, -201.001, -592.184, 297, -180, 5.86817e-05, 0.000197023, 1, 0.000105892, 1, -200.224, -592.178, 297, -180, 5.86747e-05, 0.000197025
85.604, 1, 0, 255.377, -588.596, 297, -180, 5.86817e-05, 0.000197023, 1, 0.000156072, 1, 255.376, -588.596, 297, -180, 5.86798e-05, 0.000197028
90.513, 1, 1, -200.224, -592.178, 297, -180, 5.86747e-05, 0.000197025, 1, 0.101974, 3, -200.12, -592.177, 297, -180, 5.8681e-05, 0.000197027
