Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.704, -1, -1, 379.982, -0.0113617, 297, 180, 0, 0, 1, 4.99513, 46, 318.011, -0.062491, 297.024, 179.978, -0.0110621, 0.0131304
25.759, -1, -2, 318.011, -228.662, 297, 180, 0, 0, 1, 3.30847, 31, 315.98, -228.666, 296.972, -179.999, 0.00593639, -0.00251326
33.951, -1, -3, 368.811, 349.995, 297, 180, 0, 0, 1, 1.52663, 15, 368.812, 355.929, 296.946, 179.991, -0.00452756, -0.010666
33.951, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 9.83022, 92, 321.176, 356.352, 297, 180, 0, 0
Fine Spiral Search
45.387, 0, 0, 421.869, 253.854, 297, 180, 0, 0, 1, 5.59187, 103, 419.701, 256.055, 296.963, 179.994, 0.0037873, -0.0157608
51.111, 0, 1, 415.641, -201.127, 296.963, 179.994, 0.0037873, -0.0157608, 1, 0.104814, 3, 415.639, -201.195, 296.948, 179.996, 0.00267007, -0.0280813
55.959, 1, 0, 419.701, 256.055, 296.963, 179.994, 0.0037873, -0.0157608, 1, 0.121944, 3, 419.696, 256.125, 296.946, 179.993, 0.00575898, -0.0130093
60.821, 1, 1, 415.639, -201.195, 296.948, 179.996, 0.00267007, -0.0280813, 1, 0.000191458, 1, 415.621, -201.303, 296.948, 179.99, 0.00652884, -0.0342803
