Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.138, -1, -1, 380.002, 0.00491168, 297, 180, 0, 0, 1, 3.71905, 35, 332.733, 0.0338167, 297.046, 179.998, -0.0265022, 0.00506688
27.78, -1, -2, 332.733, -228.566, 297, 180, 0, 0, 1, 2.3368, 22, 331.448, -228.613, 296.96, 179.998, 9.06089e-05, 0.00763105
39.046, -1, -3, 383.533, 352.598, 297, 180, 0, 0, 1, 2.64379, 26, 383.518, 342.828, 297.008, -180, -0.000522962, -0.0112523
39.046, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.69964, 83, 334.662, 343.103, 297, 180, 0, 0
Fine Spiral Search
56.272, 0, 0, 435.689, 240.933, 297, 180, 0, 0, 1, 18.9905, 357, 432.878, 244.167, 297.031, -179.991, 0.0124336, 0.00356065
75.37, 0, 1, 430.308, -213.026, 297.031, -179.991, 0.0124336, 0.00356065, 1, 0.103548, 3, 430.272, -212.853, 297.015, -179.992, 0.0211559, 0.00349479
80.202, 1, 0, 432.878, 244.167, 297.031, -179.991, 0.0124336, 0.00356065, 1, 8.44783e-05, 1, 432.819, 242.783, 297.024, -179.994, 0.0205071, -0.00149185
84.931, 1, 1, 430.272, -212.853, 297.015, -179.992, 0.0211559, 0.00349479, 1, 9.23735e-05, 1, 430.277, -212.571, 297.022, -179.982, 0.017288, 0.00356163
