Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
37.986, -1, -1, 380.001, 4.40864e-07, 297, 180, 0, 0, 1, 17.1385, 156, 256.499, 8.90859e-08, 297, -180, 5.86819e-05, 0.000197019
57.248, -1, -2, 256.499, -228.6, 297, 180, 0, 0, 1, 3.09552, 30, 254.498, -228.599, 297, -180, 5.86756e-05, 0.00019702
65.083, -1, -3, 307.299, 228.6, 297, 180, 0, 0, 1, 12.6247, 116, 307.299, 297.6, 297, -180, 5.8679e-05, 0.000197018
65.083, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 32.8588, 302, 259.108, 298.022, 297, 180, 0, 0
Fine Spiral Search
86.229, 0, 0, 359.815, 195.537, 297, 180, 0, 0, 1, 1.9288, 37, 358.815, 197.037, 297, -180, 5.86706e-05, 0.000197021
88.271, 0, 1, 354.813, -260.145, 297, -180, 5.86706e-05, 0.000197021, 1, 0.000282647, 1, 354.833, -257.887, 297, -180, 5.86618e-05, 0.000197023
93.011, 1, 0, 358.815, 197.037, 297, -180, 5.86706e-05, 0.000197021, 1, 0.000201327, 1, 358.815, 197.035, 297, -180, 5.86745e-05, 0.00019703
97.858, 1, 1, 354.833, -257.887, 297, -180, 5.86618e-05, 0.000197023, 1, 0.000169351, 1, 354.838, -257.391, 297, -180, 5.86993e-05, 0.000197008
