Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.626, -1, -1, 379.995, -0.0421657, 297, 180, 0, 0, 1, 5.72492, 55, 349.702, -0.0971221, 296.934, 180, 0.00927014, -0.00800672
24.47, -1, -2, 349.702, 228.503, 297, 180, 0, 0, 1, 3.08987, 30, 350.396, 228.573, 296.937, 179.995, 0.00282523, 0.00285457
31.289, -1, -3, 400.502, -314.56, 297, 180, 0, 0, 1, 5.08521, 50, 400.447, -303.338, 296.948, -179.998, 0.0124584, 0.0108729
31.289, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 13.9, 135, 348.783, -303.181, 297, 180, 0, 0
Fine Spiral Search
45.732, 0, 0, 399.891, -201.736, 297, 180, 0, 0, 1, 3.85622, 73, 397.855, -202.277, 297.003, 179.994, 0.00205172, -0.00027761
49.696, 0, 1, 399.242, 254.921, 297.003, 179.994, 0.00205172, -0.00027761, 1, 0.104474, 3, 399.172, 254.985, 297.018, 179.991, 0.00627054, -0.0108433
54.536, 1, 0, 397.855, -202.277, 297.003, 179.994, 0.00205172, -0.00027761, 1, 0.103238, 3, 397.813, -202.314, 296.97, -180, 0.0151206, -0.00569959
59.368, 1, 1, 399.172, 254.985, 297.018, 179.991, 0.00627054, -0.0108433, 1, 0.102347, 3, 399.131, 255.028, 297.048, 179.987, 0.00641691, -0.020402
