Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
48.479, -1, -1, 180.837, 90.043, 297, 180, 0, 0, 1, 20.3246, 168, 340.7, 90.043, 297, -180, 5.86727e-05, 0.000197019
73.447, -1, -2, 180.837, -40.053, 297, 180, 0, 0, 1, 22.0483, 192, 367.73, -40.0526, 297, -180, 5.86789e-05, 0.00019702
100.042, -1, -3, 451.515, 464.485, 297, 180, 0, 0, 1, 10.9833, 100, 451.515, 447.593, 297, -180, 5.86765e-05, 0.000197028
100.042, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 53.3562, 460, 274.073, 410.726, 297, 180, 0, 0
Fine Spiral Search
120.267, 0, 0, 394.216, 331.918, 297, 180, 0, 0, 1, 0.961488, 19, 393.217, 332.42, 297, -180, 5.86756e-05, 0.000197012
121.358, 0, 1, 486.222, -115.221, 297, -180, 5.86756e-05, 0.000197012, 1, 2.35375, 45, 484.336, -113.247, 297, -180, 5.86744e-05, 0.000197016
128.471, 1, 0, 393.217, 332.42, 297, -180, 5.86756e-05, 0.000197012, 1, 0.000251066, 1, 393.217, 332.42, 297, -180, 5.8686e-05, 0.000197018
133.432, 1, 1, 484.336, -113.247, 297, -180, 5.86744e-05, 0.000197016, 1, 0.00025225, 1, 484.336, -113.247, 297, -180, 5.86674e-05, 0.000197031
