Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
17.193, -1, -1, 379.952, -0.0373429, 297, 180, 0, 0, 1, 1.23643, 1, 2, 330.797, 0.0982881, 297.031, -179.996, -0.00314661, 0.00302095
19.536, -1, -2, 330.797, -228.502, 297, 180, 0, 0, 1, 1.88736, 4, 18, 326.023, -228.438, 296.933, -179.988, 0.00883211, 0.00617383
25.25, -1, -3, 325.994, -228.435, 296.927, -179.989, 0.0104112, 0.00617992, 1, 9.68201, 14, 34, 364.138, 357.388, 296.861, -179.996, 0.0254017, -0.0037414
25.25, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 12.8058, 19, 54, 338.271, 357.928, 297, 180, 0, 0
Fine Spiral Search
38.474, 0, 0, 437.727, 254.229, 297, 180, 0, 0, 1, 55.5934, NA, 1037, 429.671, 257.332, 296.922, -179.993, 0.0177751, 0.00163826
94.177, 0, 1, 420.124, -199.768, 296.922, -179.993, 0.0177751, 0.00163826, 1, 19.5105, NA, 363, 424.251, -198.779, 296.975, -179.997, 0.00298983, 0.00962117
118.424, 1, 0, 429.671, 257.332, 296.922, -179.993, 0.0177751, 0.00163826, 1, 0.100178, NA, 1, 429.656, 257.403, 296.896, -179.988, 0.0207938, 0.000241073
123.258, 1, 1, 424.251, -198.779, 296.975, -179.997, 0.00298983, 0.00962117, 1, 0.204166, NA, 3, 424.404, -198.749, 296.987, -179.989, 0.00150871, 0.0152225
