Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.721, -1, -1, 380.001, 4.40873e-07, 297, 180, 0, 0, 1, 14.8482, 120, 276.086, 9.0008e-08, 297, -180, 5.86769e-05, 0.000197018
34.705, -1, -2, 276.086, -228.6, 297, 180, 0, 0, 1, 12.1234, 94, 279.936, -228.599, 297, -180, 5.8683e-05, 0.00019702
51.572, -1, -3, 326.886, 228.6, 297, 180, 0, 0, 1, 15.2713, 124, 326.886, 354.316, 297, -180, 5.86777e-05, 0.000197019
51.572, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 42.2429, 338, 270.137, 353.361, 297, 180, 0, 0
Fine Spiral Search
75.256, 0, 0, 373.433, 253.485, 297, 180, 0, 0, 1, 3.69756, 69, 371.431, 254.984, 297, -180, 5.86872e-05, 0.000197014
79.083, 0, 1, 379.128, -202.151, 297, -180, 5.86872e-05, 0.000197014, 1, 7.73726e-05, 1, 379.129, -202.151, 297, -180, 5.86975e-05, 0.000197017
83.948, 1, 0, 371.431, 254.984, 297, -180, 5.86872e-05, 0.000197014, 1, 0.105105, 3, 371.442, 254.943, 297, -180, 5.87036e-05, 0.000197013
88.913, 1, 1, 379.129, -202.151, 297, -180, 5.86975e-05, 0.000197017, 1, 0.103356, 3, 379.129, -202.151, 297, -180, 5.87034e-05, 0.000197009
