Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.82, -1, -1, 379.996, -0.02613, 297, 180, 0, 0, 1, 4.342, 40, 330.747, -0.0463323, 297.019, 180, -0.00896956, 0.00154637
23.283, -1, -2, 330.747, -228.646, 297, 180, 0, 0, 1, 2.50854, 23, 331.635, -228.616, 296.92, -179.982, 0.0222019, 0.000329202
29.565, -1, -3, 381.547, 374.012, 297, 180, 0, 0, 1, 1.32605, 13, 381.475, 377.561, 296.961, 179.994, 0.0139487, -0.0130591
29.565, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.17659, 76, 329.28, 377.358, 297, 180, 0, 0
Fine Spiral Search
41.113, 0, 0, 431.274, 276.154, 297, 180, 0, 0, 1, 2.16962, 41, 429.816, 276.94, 296.951, 179.991, 0.0116212, 0.00694057
43.451, 0, 1, 431.592, -180.256, 296.951, 179.991, 0.0116212, 0.00694057, 1, 0.352762, 7, 431.485, -180.008, 296.984, 179.984, 0.00703563, 0.00629592
48.66, 1, 0, 429.816, 276.94, 296.951, 179.991, 0.0116212, 0.00694057, 1, 0.11736, 3, 429.804, 277, 296.934, 179.994, 0.0141285, 0.0179234
53.555, 1, 1, 431.485, -180.008, 296.984, 179.984, 0.00703563, 0.00629592, 1, 0.102927, 3, 431.495, -179.358, 296.966, 179.989, 0.010787, 0.00570644
