Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
22.153, -2, -1, 226.104, -627.403, 297, 180, 0, 0, 1, 0.553161, 3, 236.103, -627.402, 297, -180, 5.86786e-05, 0.000197017
52.57, -2, -2, -231.29, -623.309, 297, 180, 0, 0, 1, 0.552544, 3, -221.291, -623.309, 297, -180, 5.86791e-05, 0.000197023
Bisect
23.066, -1, -1, 236.103, -627.402, 297, 180, 0, 0, 1, 21.9854, 176, 250.354, -634.403, 297, -180, 5.86786e-05, 0.000197017
53.482, -1, -2, -221.291, -623.309, 297, 180, 0, 0, 1, 21.5819, 173, -206.087, -633.311, 297, -180, 5.86791e-05, 0.000197023
Fine Spiral Search
77.578, 0, 0, 250.476, -583.603, 297, 180, 0, 0, 1, 0.000138687, 1, 249.868, -583.67, 297, -180, 5.86746e-05, 0.000197026
82.49, 0, 1, -206.573, -582.577, 297, -180, 5.86746e-05, 0.000197026, 1, 0.101525, 3, -205.943, -582.579, 297, -180, 5.86811e-05, 0.00019703
87.406, 1, 0, 249.868, -583.67, 297, -180, 5.86746e-05, 0.000197026, 1, 0.62128, 13, 250.323, -583.189, 297, -180, 5.86695e-05, 0.000197018
92.842, 1, 1, -205.943, -582.579, 297, -180, 5.86811e-05, 0.00019703, 1, 0.000198349, 1, -205.942, -582.579, 297, -180, 5.86728e-05, 0.000197031
