Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.696, -1, -1, 379.973, -0.0518191, 297, 180, 0, 0, 1, 3.75651, 36, 325.499, -0.0927941, 296.996, 179.992, 0.00414731, 0.00361915
23.773, -1, -2, 325.499, -228.693, 297, 180, 0, 0, 1, 3.33716, 32, 329.425, -228.704, 296.935, -179.991, 0.0111814, 0.00143751
30.837, -1, -3, 376.299, 389.67, 297, 180, 0, 0, 1, 2.13618, 21, 376.344, 381.402, 297.01, -179.999, -0.00944985, -0.00594226
30.837, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 9.22985, 89, 318.964, 380.417, 297, 180, 0, 0
Fine Spiral Search
43.247, 0, 0, 422.294, 280.576, 297, 180, 0, 0, 1, 0.000142508, 1, 422.332, 280.541, 296.978, -179.994, 0.00338852, -0.00289917
43.355, 0, 1, 430.182, -176.592, 296.978, -179.994, 0.00338852, -0.00289917, 1, 0.308426, 7, 429.636, -176.054, 297.055, 179.98, -0.00519269, -0.0143388
48.501, 1, 0, 422.332, 280.541, 296.978, -179.994, 0.00338852, -0.00289917, 1, 3.37242, 65, 421.52, 280.196, 296.835, 179.987, 0.0148085, 0.012003
56.61, 1, 1, 429.636, -176.054, 297.055, 179.98, -0.00519269, -0.0143388, 1, 0.10426, 3, 429.616, -176.09, 296.972, 179.988, 0.00440943, -0.0212289
