Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
22.271, -2, -1, 233.238, -632.306, 297, 180, 0, 0, 1, 0.551823, 3, 243.237, -632.306, 297, -180, 5.86718e-05, 0.000197025
52.67, -2, -2, -224.171, -630.607, 297, 180, 0, 0, 1, 0.651755, 3, -214.17, -630.608, 297, -180, 5.86797e-05, 0.000197027
Bisect
23.178, -1, -1, 243.237, -632.306, 297, 180, 0, 0, 1, 21.9841, 179, 261.842, -635.305, 297, -180, 5.86718e-05, 0.000197025
53.678, -1, -2, -214.17, -630.608, 297, 180, 0, 0, 1, 21.6868, 176, -194.67, -637.65, 297, -180, 5.86797e-05, 0.000197027
Fine Spiral Search
77.871, 0, 0, 261.581, -584.506, 297, 180, 0, 0, 1, 8.17895e-05, 1, 261.58, -584.506, 297, -180, 5.86747e-05, 0.000197019
82.777, 0, 1, -194.932, -586.85, 297, -180, 5.86747e-05, 0.000197019, 1, 0.101989, 3, -194.93, -586.851, 297, -180, 5.86809e-05, 0.000197012
87.786, 1, 0, 261.58, -584.506, 297, -180, 5.86747e-05, 0.000197019, 1, 7.66529e-05, 1, 261.58, -584.506, 297, -180, 5.8681e-05, 0.000197017
92.691, 1, 1, -194.93, -586.851, 297, -180, 5.86809e-05, 0.000197012, 1, 0.101499, 3, -193.726, -586.845, 297, -180, 5.8679e-05, 0.000197014
