Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
52.119, -2, -2, -228.696, -608.038, 297, 180, 0, 0, 1, 0.651921, 3, -218.696, -608.038, 297, -180, 5.86697e-05, 0.000197019
Bisect
22.716, -1, -1, 228.713, -614.348, 297, 180, 0, 0, 1, 21.8842, 174, 243.14, -623.838, 297, -180, 5.86873e-05, 0.000197031
53.129, -1, -2, -218.696, -608.038, 297, 180, 0, 0, 1, 19.4662, 150, -212.275, -626.55, 297, -180, 5.86697e-05, 0.000197019
Fine Spiral Search
75.113, 0, 0, 242.838, -573.039, 297, 180, 0, 0, 1, 0.000124857, 1, 242.838, -573.039, 297, -180, 5.86842e-05, 0.000197022
80.021, 0, 1, -212.577, -575.751, 297, -180, 5.86842e-05, 0.000197022, 1, 0.000113399, 1, -211.102, -575.742, 297, -180, 5.86873e-05, 0.000197018
84.829, 1, 0, 242.838, -573.039, 297, -180, 5.86842e-05, 0.000197022, 1, 0.000150935, 1, 242.838, -573.039, 297, -180, 5.86914e-05, 0.000196998
89.739, 1, 1, -211.102, -575.742, 297, -180, 5.86873e-05, 0.000197018, 1, 14.0238, 271, -210.987, -577.218, 297, -180, 5.86831e-05, 0.000197023
