Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
22.013, -2, -1, 242.752, -611.193, 297, 180, 0, 0, 1, 3.17164, 11, 262.753, -621.193, 297, -180, 5.86736e-05, 0.000197027
55.59, -2, -2, -214.644, -604.084, 297, 180, 0, 0, 1, 3.07282, 11, -194.642, -614.085, 297, -180, 5.86767e-05, 0.000197014
Bisect
25.546, -1, -1, 262.753, -621.193, 297, 180, 0, 0, 1, 22.3179, 180, 276.752, -614.782, 297, -180, 5.86736e-05, 0.000197027
59.023, -1, -2, -194.642, -614.085, 297, 180, 0, 0, 1, 22.9136, 184, -179.654, -610.637, 297, -180, 5.86808e-05, 0.000197019
Fine Spiral Search
84.454, 0, 0, 277.214, -563.984, 297, 180, 0, 0, 1, 0.103339, 3, 277.254, -563.986, 297, -180, 5.86769e-05, 0.000197016
89.469, 0, 1, -179.152, -559.841, 297, -180, 5.86769e-05, 0.000197016, 1, 0.000220477, 1, -179.152, -559.84, 297, -180, 5.86749e-05, 0.000196997
94.385, 1, 0, 277.254, -563.986, 297, -180, 5.86769e-05, 0.000197016, 1, 0.000134736, 1, 276.494, -563.979, 297, -180, 5.86819e-05, 0.000197035
99.294, 1, 1, -179.152, -559.84, 297, -180, 5.86749e-05, 0.000196997, 1, 0.000224033, 1, -179.152, -559.84, 297, -180, 5.86809e-05, 0.000197019
