Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.154, -1, -1, 380.009, -0.0131277, 297, 180, 0, 0, 1, 3.15489, 31, 305.417, -0.0409726, 296.976, 179.996, -0.00326845, 0.0108709
22.624, -1, -2, 305.417, -228.641, 297, 180, 0, 0, 1, 2.64948, 26, 300.693, -228.625, 296.976, -179.997, 0.00122591, 0.00084092
29.194, -1, -3, 356.217, 375.015, 297, 180, 0, 0, 1, 2.43199, 24, 356.198, 363.016, 296.987, 179.996, 0.000785421, -0.00643449
29.194, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.23637, 81, 312.938, 363.91, 297, 180, 0, 0
Fine Spiral Search
41.889, 0, 0, 412.417, 260.232, 297, 180, 0, 0, 1, 3.41946, 67, 410.415, 261.666, 296.971, 179.999, 0.00164709, 0.0017746
45.416, 0, 1, 400.969, -195.436, 296.971, 179.999, 0.00164709, 0.0017746, 1, 0.103394, 3, 401.016, -194.658, 296.918, -179.992, 0.0132751, -0.000371494
50.244, 1, 0, 410.415, 261.666, 296.971, 179.999, 0.00164709, 0.0017746, 1, 9.94791e-05, 1, 410.366, 261.518, 296.932, 179.989, 0.0125242, 0.00525166
54.973, 1, 1, 401.016, -194.658, 296.918, -179.992, 0.0132751, -0.000371494, 1, 8.25045e-05, 1, 400.938, -194.773, 296.809, -179.98, 0.0381477, 0.00593932
