Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
17.919, -1, -1, 380.004, -0.0341643, 297, 180, 0, 0, 1, 3.9288, 11, 28, 331.632, -0.00518108, 297.037, 179.995, -0.00558482, 0.0164848
22.955, -1, -2, 331.632, -228.605, 297, 180, 0, 0, 1, 2.29841, 4, 22, 327.839, -228.617, 296.918, -179.995, 0.00671319, 0.0115968
29.076, -1, -3, 327.805, -228.595, 296.924, -179.988, 0.0113905, 0.0109929, 1, 6.43599, 1, 2, 365.935, 360.554, 296.905, -179.985, 0.0216486, -0.0123392
29.076, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 12.6632, 16, 52, 337.623, 361.024, 297, 180, 0, 0
Fine Spiral Search
38.971, 0, 0, 437.523, 257.752, 297, 180, 0, 0, 1, 30.5103, NA, 569, 436.945, 263.667, 296.927, 180, 0.0143719, 0.00649927
69.586, 0, 1, 429.36, -193.47, 296.927, 180, 0.0143719, 0.00649927, 1, 1.06541, NA, 19, 428.8, -192.569, 296.828, -179.994, 0.0301086, 0.0117564
75.6, 1, 0, 436.945, 263.667, 296.927, 180, 0.0143719, 0.00649927, 1, 0.101194, NA, 1, 436.939, 263.784, 296.953, -179.998, 0.00722835, 0.0126255
80.451, 1, 1, 428.8, -192.569, 296.828, -179.994, 0.0301086, 0.0117564, 1, 0.100215, NA, 1, 428.786, -192.565, 296.785, -179.983, 0.0339335, 0.0117875
