Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.697, -1, -1, 379.996, -0.0158858, 297, 180, 0, 0, 1, 3.94985, 34, 322.98, -0.00186633, 296.939, -179.989, 0.00667139, 0.00706083
22.995, -1, -2, 322.98, -228.602, 297, 180, 0, 0, 1, 3.33769, 28, 322.928, -228.612, 296.942, -179.994, 0.0113301, -0.00361461
30.262, -1, -3, 373.78, 369.403, 297, 180, 0, 0, 1, 3.65786, 36, 373.775, 368.624, 297.039, 179.998, -0.0114073, -0.00758489
30.262, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 10.9454, 98, 323.064, 368.635, 297, 180, 0, 0
Fine Spiral Search
44.002, 0, 0, 424.641, 267.012, 297, 180, 0, 0, 1, 2.1636, 37, 423.586, 268.479, 297.114, -179.996, -0.00689918, 0.0153877
46.323, 0, 1, 423.482, -188.721, 297.114, -179.996, -0.00689918, 0.0153877, 1, 0.104266, 3, 423.48, -188.249, 297.05, -179.992, -0.000589118, 0.00762874
51.158, 1, 0, 423.586, 268.479, 297.114, -179.996, -0.00689918, 0.0153877, 1, 9.6321e-05, 1, 423.515, 267.839, 297.155, -179.999, -0.0079481, 0.0173458
55.886, 1, 1, 423.48, -188.249, 297.05, -179.992, -0.000589118, 0.00762874, 1, 0.000107374, 1, 423.473, -188.433, 297.056, -179.996, -0.00158714, 0.00620676
