Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.983, -1, -1, 380.001, 4.40867e-07, 297, 180, 0, 0, 1, 14.9415, 122, 279.999, 9.34373e-08, 297, -180, 5.86931e-05, 0.00019702
34.057, -1, -2, 279.999, -101.6, 297, 180, 0, 0, 1, 1.78035, 17, 280.501, -101.603, 297, -180, 5.86787e-05, 0.000197024
39.38, -1, -3, 330.799, 279.4, 297, 180, 0, 0, 1, 19.2082, 126, 330.799, 275.55, 297, -180, 5.86933e-05, 0.000197016
39.38, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 35.93, 265, 278.64, 275.292, 297, 180, 0, 0
Fine Spiral Search
66.406, 0, 0, 380.74, 174.195, 297, 180, 0, 0, 1, 0.951195, 19, 379.737, 174.693, 297, -180, 5.86748e-05, 0.000197018
67.504, 0, 1, 381.995, -282.501, 297, -180, 5.86748e-05, 0.000197018, 1, 0.104227, 3, 382.019, -282.262, 297, -180, 5.86724e-05, 0.000197026
72.361, 1, 0, 379.737, 174.693, 297, -180, 5.86748e-05, 0.000197018, 1, 0.111576, 3, 379.738, 174.692, 297, -180, 5.86827e-05, 0.000197015
77.224, 1, 1, 382.019, -282.262, 297, -180, 5.86724e-05, 0.000197026, 1, 9.03996e-05, 1, 382.019, -282.262, 297, -180, 5.86808e-05, 0.000197025
