Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.757, -1, -1, 379.979, -0.0200365, 297, 180, 0, 0, 1, 1.88712, 17, 312.989, -0.0256933, 296.919, -179.993, 0.0138177, -0.00653333
36.776, -1, -2, 312.989, -228.626, 297, 180, 0, 0, 1, 3.30274, 30, 309.19, -228.608, 296.952, -179.995, 0.00787896, 0.00154628
58.94, -1, -3, 363.789, 344.044, 297, 180, 0, 0, 1, 2.55393, 25, 363.765, 334.789, 296.971, 179.993, -0.000426168, 0.0168499
58.94, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 7.74378, 72, 318.566, 335.54, 297, 180, 0, 0
Fine Spiral Search
86.33, 0, 0, 418.464, 232.266, 297, 180, 0, 0, 1, 3.71245, 71, 416.451, 232.734, 296.926, 179.997, 0.00959867, -0.00867372
105.158, 0, 1, 408.853, -224.402, 296.926, 179.997, 0.00959867, -0.00867372, 1, 0.103505, 3, 408.839, -224.506, 296.869, -179.994, 0.0120468, -0.0116734
125.095, 1, 0, 416.451, 232.734, 296.926, 179.997, 0.00959867, -0.00867372, 1, 0.10344, 3, 416.436, 232.776, 296.9, -179.998, 0.01594, -0.00863784
145.035, 1, 1, 408.839, -224.506, 296.869, -179.994, 0.0120468, -0.0116734, 1, 0.114625, 3, 408.858, -224.563, 296.85, -179.986, 0.00752734, -0.0212893
