Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
51.417, -2, -2, -216.949, -630.491, 297, 180, 0, 0, 1, 0.000100755, 1, -216.949, -630.491, 297, -180, 5.86831e-05, 0.000197009
Bisect
22.002, -1, -1, 240.464, -630.593, 297, 180, 0, 0, 1, 21.8952, 178, 258.285, -636.592, 297, -180, 5.86698e-05, 0.000197023
51.776, -1, -2, -216.949, -630.491, 297, 180, 0, 0, 1, 21.0899, 170, -198.447, -639.991, 297, -180, 5.86831e-05, 0.000197009
Fine Spiral Search
75.381, 0, 0, 257.907, -585.793, 297, 180, 0, 0, 1, 0.000112214, 1, 257.906, -585.793, 297, -180, 5.86817e-05, 0.00019701
80.288, 0, 1, -198.826, -589.193, 297, -180, 5.86817e-05, 0.00019701, 1, 0.10342, 3, -198.826, -589.192, 297, -180, 5.86912e-05, 0.000197001
85.303, 1, 0, 257.906, -585.793, 297, -180, 5.86817e-05, 0.00019701, 1, 0.000158838, 1, 257.906, -585.793, 297, -180, 5.86831e-05, 0.00019702
90.213, 1, 1, -198.826, -589.192, 297, -180, 5.86912e-05, 0.000197001, 1, 0.102583, 3, -198.422, -589.19, 297, -180, 5.86831e-05, 0.000197013
