Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.893, -1, -1, 380.001, 4.4086e-07, 297, 180, 0, 0, 1, 13.4124, 109, 278.876, 9.80877e-08, 297, -180, 5.86912e-05, 0.00019702
32.434, -1, -2, 278.876, -228.6, 297, 180, 0, 0, 1, 1.6866, 16, 279.668, -228.6, 297, -180, 5.86789e-05, 0.000197022
38.867, -1, -3, 329.676, 228.6, 297, 180, 0, 0, 1, 11.8154, 100, 329.676, 311.849, 297, -180, 5.86748e-05, 0.000197016
38.867, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 26.9144, 225, 277.797, 311.669, 297, 180, 0, 0
Fine Spiral Search
59.318, 0, 0, 379.748, 210.422, 297, 180, 0, 0, 1, 3.67842, 69, 377.749, 211.923, 297, -180, 5.86777e-05, 0.000197017
63.107, 0, 1, 379.333, -245.274, 297, -180, 5.86777e-05, 0.000197017, 1, 8.28992e-05, 1, 379.333, -245.274, 297, -180, 5.8685e-05, 0.000197012
67.97, 1, 0, 377.749, 211.923, 297, -180, 5.86777e-05, 0.000197017, 1, 0.103633, 3, 377.752, 211.907, 297, -180, 5.86786e-05, 0.000197011
72.936, 1, 1, 379.333, -245.274, 297, -180, 5.8685e-05, 0.000197012, 1, 0.104007, 3, 379.333, -245.276, 297, -180, 5.86847e-05, 0.000197008
