0,4,20.35,20.7,170,20.6,20.6,20.35,20.45,20.35,20.1,20.9,20.3,20.6,20.45,20.4,20.4,20.35,20.7,20.55,20.25,20.45,20.3,20.55,77.05,18.85,20.8
0,3,53.2,25.15,48.1,19.45,37.85,19.2,19.35,19.5,19.25,19.6,19.05,19.6,19.05,19,20.45,19.3,20,19.55,20,19.2,24.8,19.45,18.85,19.15,47.55
0,2,121.05,19.35,86.75,19.3,47.15,24.7,64.45,19.2,52.85,24.85,70.05,18.85,30.9,19.2,64.65,18.95,47.95,19.4,75.5,18.85,86.1,18.8,125.5,19.3,69.95
0,1.5,87.25,19.2,52.95,25.6,92.45,25.65,47.2,18.85,126.75,19.25,69.5,18.9,53.5,18.65,69.05,19.15,47.35,25.35,75.4,19.2,53.05,19,58.2,18.9,46.75
0,1,58.35,18.8,46.8,18.8,59.05,18.85,137.65,18.9,46.9,18.95,46.8,25.6,149.6,18.9,121.85,18.8,52.7,19,205.95,18.7,52.65,19.05,109.1,19,81.3
