-35, -540, 700, 180, 0, -90
300, -687.500000000000, 700, 180, 0, -90
0, -800, 700, 180, 0, -90
0, -350, 700, 180, 0, -90
0, -575, 700, 180, 0, -90
300, -462.500000000000, 700, 180, 0, -90
-150, -350, 700, 180, 0, -90
150, -687.500000000000, 700, 180, 0, -90
150, -575, 700, 180, 0, -90
-150, -575, 700, 180, 0, -90
0, -687.500000000000, 700, 180, 0, -90
-300, -800, 700, 180, 0, -90
150, -800, 700, 180, 0, -90
-300, -687.500000000000, 700, 180, 0, -90
-300, -462.500000000000, 700, 180, 0, -90
150, -462.500000000000, 700, 180, 0, -90
-150, -800, 700, 180, 0, -90
300, -575, 700, 180, 0, -90
0, -462.500000000000, 700, 180, 0, -90
150, -350, 700, 180, 0, -90
300, -800, 700, 180, 0, -90
-300, -575, 700, 180, 0, -90
-150, -462.500000000000, 700, 180, 0, -90
300, -350, 700, 180, 0, -90
-300, -350, 700, 180, 0, -90
-150, -687.500000000000, 700, 180, 0, -90
