Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
32.329, -1, -1, 379.999, -0.013208, 297, 180, 0, 0, 1, 3.44632, 26, 339.28, -0.0274929, 296.958, -179.992, -0.00789244, 0.00363429
53.134, -1, -2, 339.28, 228.573, 297, 180, 0, 0, 1, 4.37578, 41, 333.629, 228.522, 296.902, 179.978, 0.0222772, 0.00341466
76.336, -1, -3, 390.08, -269.742, 297, 180, 0, 0, 1, 3.57004, 35, 390.074, -294.981, 296.969, -179.997, 0.00303418, 0.015369
76.336, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 11.3921, 102, 346.6, -296.056, 297, 180, 0, 0
Fine Spiral Search
103.798, 0, 0, 394.873, -193.231, 297, 180, 0, 0, 1, 1.09912, 21, 393.898, -193.747, 296.948, 179.996, 0.00115573, -0.00692715
120.021, 0, 1, 382.596, 263.313, 296.948, 179.996, 0.00115573, -0.00692715, 1, 0.000111322, 1, 382.604, 263.056, 296.912, 179.999, 0.00259447, -0.00319545
