Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
22.559, -2, -1, 252.449, -586.89, 297, 180, 0, 0, 1, 42.7003, 127, 312.448, -596.889, 297, -180, 5.86818e-05, 0.000197022
95.716, -2, -2, -204.904, -577.387, 297, 180, 0, 0, 1, 42.0494, 125, -144.904, -607.386, 297, -180, 5.86889e-05, 0.00019701
Bisect
65.619, -1, -1, 252.449, -586.89, 297, 180, 0, 0, 1, 22.0865, 180, 324.947, -587.89, 297, -180, 5.86831e-05, 0.000197023
138.127, -1, -2, -204.904, -577.387, 297, 180, 0, 0, 1, 20.3753, 165, -130.661, -592.384, 297, -180, 5.86889e-05, 0.00019701
Fine Spiral Search
161.013, 0, 0, 324.446, -537.092, 297, 180, 0, 0, 1, 6.55881e-05, 1, 324.109, -537.133, 297, -180, 5.86768e-05, 0.000197027
165.918, 0, 1, -131.5, -541.628, 297, -180, 5.86768e-05, 0.000197027, 1, 0.102109, 3, -130.381, -541.618, 297, -180, 5.86766e-05, 0.000197028
170.828, 1, 0, 324.109, -537.133, 297, -180, 5.86768e-05, 0.000197027, 1, 7.38854e-05, 1, 324.085, -537.133, 297, -180, 5.86666e-05, 0.000197028
175.633, 1, 1, -130.381, -541.618, 297, -180, 5.86766e-05, 0.000197028, 1, 0.101136, 3, -130.348, -541.618, 297, -180, 5.86785e-05, 0.000197028
