Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
22.311, -2, -1, 220.315, -595.874, 297, 180, 0, 0, 1, 43.5583, 129, 280.316, -585.872, 297, -180, 5.86798e-05, 0.00019702
97.343, -2, -2, -237.12, -591.959, 297, 180, 0, 0, 1, 59.4076, 177, -167.119, -591.957, 297, -180, 5.86706e-05, 0.000197022
Bisect
66.23, -1, -1, 220.315, -595.874, 297, 180, 0, 0, 1, 22.8995, 188, 301.815, -587.892, 297, -180, 5.86757e-05, 0.00019702
157.111, -1, -2, -237.12, -591.959, 297, 180, 0, 0, 1, 22.995, 185, -154.369, -591.457, 297, -180, 5.86706e-05, 0.000197022
Fine Spiral Search
182.616, 0, 0, 301.418, -537.093, 297, 180, 0, 0, 1, 7.11196e-05, 1, 300.899, -537.155, 297, -180, 5.86746e-05, 0.000197019
187.521, 0, 1, -155.285, -540.72, 297, -180, 5.86746e-05, 0.000197019, 1, 7.07245e-05, 1, -152.912, -540.701, 297, -180, 5.86788e-05, 0.000197009
192.328, 1, 0, 300.899, -537.155, 297, -180, 5.86746e-05, 0.000197019, 1, 7.15147e-05, 1, 300.901, -537.155, 297, -180, 5.86737e-05, 0.000197017
197.235, 1, 1, -152.912, -540.701, 297, -180, 5.86788e-05, 0.000197009, 1, 0.102124, 3, -152.912, -540.701, 297, -180, 5.86882e-05, 0.000197013
