seconds_since_epoch, robot_x, robot_y, robot_th
1500912260.242000, 6121.000000, -1388.000000, 90.200000
1500912421.139000, 7647.000000, -1508.000000, -88.000000
1500912662.333000, 6125.000000, -1366.000000, 89.800000
1500912843.130000, 7660.000000, -1547.000000, -88.700000
1500913107.026000, 6122.000000, -1376.000000, 90.300000
