seconds_since_epoch,  Client ID, Goal, robot_x, robot_y, robot_th
1580752252.882000, 552, RMMASq2, 936.000000, -879.000000, 2.600000
1580752674.760000, 552, RMMASq3, 2398.000000, -752.000000, 176.900000
