40.000,-38.242,8.164,94.141,-11.240,34.905,9.331,-40.000,-38.213,-8.359,94.121,11.507,34.934,170.331
40.000,-38.564,5.723,94.219,-7.864,34.738,5.050,-40.000,-38.350,-8.359,94.199,11.469,34.989,170.354
40.000,-38.721,5.469,94.297,-7.490,34.781,4.590,-40.000,-38.486,-8.359,94.258,11.425,35.064,170.383
40.000,-38.896,3.867,94.258,-5.275,34.816,1.765,-40.000,-38.623,-8.359,94.316,11.381,35.139,170.412
40.000,-38.174,12.305,94.043,-16.590,35.929,16.240,-40.000,-38.740,-8.359,94.355,11.341,35.214,170.440
40.000,-39.111,5.430,94.453,-7.353,35.006,4.465,-40.000,-38.877,-8.359,94.434,11.303,35.270,170.462
40.000,-38.750,10.352,94.355,-13.910,35.658,12.900,-40.000,-39.014,-8.359,94.492,11.260,35.345,170.491
40.000,-39.395,4.570,94.531,-6.146,35.108,2.939,-40.000,-39.141,-8.359,94.551,11.221,35.410,170.516
40.000,-39.541,3.613,94.521,-4.840,35.172,1.262,-40.000,-39.272,-8.359,94.609,11.181,35.481,170.542
40.000,-39.385,8.340,94.639,-11.115,35.557,9.395,-40.000,-39.399,-8.359,94.658,11.139,35.556,170.570
40.000,-39.365,9.668,94.619,-12.814,35.832,11.615,-40.000,-39.536,-8.359,94.717,11.097,35.631,170.599
39.687,-39.482,9.785,94.678,-12.923,35.913,11.473,-40.000,-39.663,-8.359,94.766,11.056,35.706,170.627
39.531,-39.561,10.156,94.717,-13.362,36.033,11.913,-40.000,-39.790,-8.359,94.824,11.017,35.771,170.651
39.531,-39.678,10.352,94.775,-13.564,36.134,12.209,-40.000,-39.917,-8.359,94.873,10.977,35.846,170.679
39.531,-40.225,6.201,94.951,-8.123,35.713,5.155,-40.000,-40.054,-8.359,94.922,10.932,35.931,170.710
39.531,-39.756,11.533,94.775,-14.976,36.498,14.102,-40.000,-40.171,-8.359,94.961,10.893,36.006,170.737
39.375,-39.873,11.592,94.814,-14.995,36.586,14.005,-40.000,-40.308,-8.359,95.020,10.851,36.081,170.764
39.375,-39.814,12.666,94.775,-16.307,36.857,15.739,-40.000,-40.425,-8.359,95.059,10.812,36.156,170.791
39.375,-40.166,11.396,94.951,-14.642,36.680,13.617,-40.000,-40.562,-8.359,95.117,10.770,36.231,170.819
39.375,-40.791,7.256,95.205,-9.323,36.176,6.678,-40.000,-40.679,-8.359,95.156,10.732,36.306,170.845
39.375,-40.801,8.408,95.215,-10.756,36.376,8.588,-40.000,-40.815,-8.359,95.234,10.695,36.362,170.866
39.375,-40.937,8.506,95.293,-10.840,36.450,8.728,-40.000,-40.952,-8.359,95.273,10.649,36.456,170.899
39.375,-41.240,6.484,95.352,-8.236,36.354,5.309,-40.000,-41.069,-8.359,95.312,10.610,36.532,170.926
39.375,-40.615,12.500,95.078,-15.743,37.268,15.232,-40.000,-41.206,-8.359,95.371,10.569,36.607,170.952
39.375,-41.201,9.551,95.391,-12.025,36.815,10.377,-40.000,-41.333,-8.359,95.430,10.532,36.672,170.976
39.375,-41.631,6.055,95.469,-7.605,36.563,4.527,-40.000,-41.450,-8.359,95.469,10.494,36.747,171.002
40.625,-40.811,13.086,94.941,-16.258,37.742,17.249,-40.000,-41.587,-8.359,95.527,10.453,36.823,171.028
40.625,-41.924,5.586,95.605,-6.968,36.657,4.963,-40.000,-41.704,-8.359,95.547,10.411,36.917,171.060
