Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
39.399, -1, -1, 379.973, 0.0126995, 297, 180, 0, 0, 1, 4.49459, 12, 35, 313.551, 0.00110996, 296.907, 179.999, 0.00800849, 0.00488509
60.104, -1, -2, 313.551, -228.599, 297, 180, 0, 0, 1, 4.47311, 13, 25, 264.75, -228.657, 296.939, -179.992, 0.0216799, -0.00809177
83.309, -1, -3, 264.785, -228.665, 296.965, 179.998, 0.0126209, -0.00472597, 1, 9.62686, 12, 35, 426.373, 338.187, 296.912, 179.996, 0.00105811, -0.0173112
83.309, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 18.5946, 37, 95, 387.499, 346.484, 297, 180, 0, 0
Fine Spiral Search
111.486, 0, 0, 465.655, 225.915, 297, 180, 0, 0, 1, 3.54184, NA, 67, 464.188, 227.85, 297.014, -179.995, 0.0015886, 0.000296183
130.288, 0, 1, 368.76, -219.28, 297.014, -179.995, 0.0015886, 0.000296183, 1, 0.0001568, NA, 1, 368.694, -219.324, 296.964, -179.989, 0.0119987, -0.000984312
