Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
385.726, -1, -1, 380.011, 0.0095687, 297, 180, 0, 0, 1, 3.50951, 8, 24, 302.739, -0.090481, 297.028, 179.978, -0.00749393, -0.01095
405.456, -1, -2, 302.739, -228.69, 297, 180, 0, 0, 1, 4.81137, 11, 29, 259.532, -228.724, 296.95, -180, 0.0147876, -0.00433607
429.19, -1, -3, 259.523, -228.725, 296.95, 179.994, 0.0153481, -0.00369846, 1, 9.82802, 14, 39, 398.668, 327.706, 296.922, 179.99, 0.0264709, -0.0154957
429.19, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 18.1489, 33, 92, 365.857, 333.907, 297, 180, 0, 0
Fine Spiral Search
457.81, 0, 0, 446.824, 215.207, 297, 180, 0, 0, 1, 3.51359, NA, 67, 445.251, 217.16, 296.805, 179.994, 0.0400249, -0.00554106
476.585, 0, 1, 360.352, -232.088, 296.805, 179.994, 0.0400249, -0.00554106, 1, 0.0002969, NA, 1, 360.309, -232.17, 296.765, -179.995, 0.0434452, -0.00819571
