Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
587.551, -1, -1, 379.984, 0.000118974, 297, 180, 0, 0, 1, 3.65985, 8, 27, 320.567, -0.0149507, 297, 179.986, -0.00417645, 0.015195
607.422, -1, -2, 320.567, -228.615, 297, 180, 0, 0, 1, 4.39676, 11, 25, 276.395, -228.69, 297.103, 179.989, -0.0182807, 0.0076215
630.651, -1, -3, 276.389, -228.67, 297.085, 179.991, -0.020243, 0.00212007, 1, 7.89069, 6, 24, 416.161, 272.5, 296.998, 179.977, -0.00139773, -0.0119399
630.651, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 15.9473, 25, 76, 374.752, 280.498, 297, 180, 0, 0
Fine Spiral Search
657.216, 0, 0, 455.239, 161.473, 297, 180, 0, 0, 1, 2.13449, NA, 41, 453.758, 162.408, 297.052, -179.998, -0.00634259, -0.00587252
