Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
225.552, -1, -1, 380.02, 0.0264136, 297, 180, 0, 0, 1, 4.54975, 10, 33, 289.458, -0.0559447, 296.89, 179.999, 0.0215762, -0.00954734
246.316, -1, -2, 289.458, -228.656, 297, 180, 0, 0, 1, 3.74028, 6, 29, 308.648, -228.588, 296.94, -179.99, 0.00857053, 0.00433247
268.895, -1, -3, 308.662, -228.624, 296.978, -179.997, 0.00858766, 0.0111807, 1, 9.14587, 14, 30, 305.975, 358.631, 296.939, -179.999, -0.0017297, -0.0033096
268.895, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 17.4359, 30, 92, 259.665, 354.743, 297, 180, 0, 0
Fine Spiral Search
296.489, 0, 0, 369.41, 262, 297, 180, 0, 0, 1, 2.14354, NA, 41, 368.093, 262.949, 297.126, -179.983, -0.026549, -0.0158557
313.891, 0, 1, 406.35, -192.648, 297.126, -179.983, -0.026549, -0.0158557, 1, 0.0003015, NA, 1, 406.317, -192.662, 297.105, -179.973, -0.0205257, -0.0239606
